CreateMeshBuilder
AddVertex,1.6,-0.4,-4
AddVertex,1.6,-0.4,0
AddVertex,1.6,0.8,0
AddVertex,1.6,0.8,-4
AddFace,0,1,2,3
GenerateNormals

LoadTexture,Form5.bmp
SetTextureCoordinates,0,0,1
SetTextureCoordinates,1,1,1
SetTextureCoordinates,2,1,0
SetTextureCoordinates,3,0,0

CreateMeshBuilder
AddVertex,1.5,0.8,-4
AddVertex,1.5,0.8,0
AddVertex,1.5,1,0
AddVertex,1.5,1,-4
AddFace,0,1,2,3
GenerateNormals

LoadTexture,Form1C.bmp
SetTextureCoordinates,0,0,0.1
SetTextureCoordinates,1,0.5,0.1
SetTextureCoordinates,2,0.5,0
SetTextureCoordinates,3,0,0

CreateMeshBuilder
AddVertex,1.5,1,-4
AddVertex,1.5,1,0
AddVertex,4.75,1,0
AddVertex,4.75,1,-4
AddFace,0,1,2,3
GenerateNormals

LoadTexture,Goi.bmp
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,0,4
SetTextureCoordinates,2,1,4
SetTextureCoordinates,3,1,0

CreateMeshBuilder
AddVertex,8,1,-4
AddVertex,8,1,0
AddVertex,4.75,1,0
AddVertex,4.75,1,-4
AddFace,3,2,1,0
GenerateNormals

LoadTexture,Goi.bmp
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,0,4
SetTextureCoordinates,2,1,4
SetTextureCoordinates,3,1,0

CreateMeshBuilder
AddVertex,1.6,-0.4,0
AddVertex,1.6,-0.4,4
AddVertex,1.6,0.8,0
AddFace,0,1,2,
GenerateNormals

LoadTexture,Form5.bmp
SetTextureCoordinates,0,0,1
SetTextureCoordinates,1,1,1
SetTextureCoordinates,2,0,0

CreateMeshBuilder
AddVertex,1.5,0.8,0
AddVertex,1.5,-0.6,4
AddVertex,1.5,-0.4,4
AddVertex,1.5,1,0
AddFace,0,1,2,3
GenerateNormals

LoadTexture,Form1C.bmp
SetTextureCoordinates,0,0,0.1
SetTextureCoordinates,1,0.5,0.1
SetTextureCoordinates,2,0.5,0
SetTextureCoordinates,3,0,0

CreateMeshBuilder
AddVertex,1.5,1,0
AddVertex,1.5,-0.4,4
AddVertex,4.75,-0.4,4
AddVertex,4.75,1,0
AddFace,0,1,2,3
GenerateNormals

LoadTexture,Goi.bmp
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,0,4
SetTextureCoordinates,2,1,4
SetTextureCoordinates,3,1,0


CreateMeshBuilder
AddVertex,8,1,0
AddVertex,8,-0.4,4
AddVertex,4.75,-0.4,4
AddVertex,4.75,1,0
AddFace,3,2,1,0
GenerateNormals

LoadTexture,Goi.bmp
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,0,4
SetTextureCoordinates,2,1,4
SetTextureCoordinates,3,1,0
