
CreateMeshBuilder
Addvertex,10,-3.5,-10
Addvertex,10,-1.0,-10
Addvertex,-12.8,-3.5,-10
Addvertex,-12.8,-1.0,-10
AddFace,1,0,2,3
GenerateNormals
LoadTexture,kiri.bmp
SetTextureCoordinates,0,0,1
SetTextureCoordinates,1,0,0
SetTextureCoordinates,2,2,1
SetTextureCoordinates,3,2,0

CreateMeshBuilder
Addvertex,10,-0.5,0
Addvertex,10,-1.0,-10
Addvertex,-12.8,-0.5,0
Addvertex,-12.8,-1.0,-10
Addvertex,-17,-3.0,0
Addvertex,-17,-3.5,-10
AddFace,0,1,3,2
AddFace,2,3,5,4
GenerateNormals
LoadTexture,grass.bmp
SetTextureCoordinates,0,2,1
SetTextureCoordinates,1,2,0
SetTextureCoordinates,2,1,1
SetTextureCoordinates,3,1,0
SetTextureCoordinates,4,0,1
SetTextureCoordinates,5,0,0

CreateMeshBuilder
Addvertex,-12.8,-3.5,-10
Addvertex,-12.8,-1.0,-10
Addvertex,-17,-3.5,-10
AddFace,1,0,2,
GenerateNormals
LoadTexture,kiri.bmp
SetTextureCoordinates,0,0.2,1
SetTextureCoordinates,1,0.2,0
SetTextureCoordinates,2,0,1
