
CreateMeshBuilder
AddVertex,-60,-2,25
AddVertex,60,-2,-35
AddVertex,60,-5,-35
AddVertex,-60,-5,25
AddFace,0,1,2,3
GenerateNormals
LoadTexture,Wall.bmp
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,4,0
SetTextureCoordinates,2,4,1
SetTextureCoordinates,3,0,1

CreateMeshBuilder
AddVertex,-60,-2,25
AddVertex,-60,-2,5
AddVertex,60,-6,-35
AddVertex,60,-6,-55
AddFace,1,0,2,3
GenerateNormals
LoadTexture,Road2.bmp
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,2,0
SetTextureCoordinates,2,0,1
SetTextureCoordinates,3,2,1

CreateMeshBuilder
AddVertex,-60,-2,25
AddVertex,60,-2,25
AddVertex,60,-2,-35
AddFace,0,1,2
GenerateNormals
LoadTexture,..\Grass2.bmp
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,30,0
SetTextureCoordinates,2,30,15

CreateMeshBuilder
AddVertex,-60,-0.5,0
AddVertex,60,-0.5,-60
AddVertex,-60,-0.5,-60
AddFace,0,1,2
GenerateNormals
LoadTexture,..\Grass2.bmp
SetTextureCoordinates,0,0,0
SetTextureCoordinates,1,30,15
SetTextureCoordinates,2,0,15

CreateMeshBuilder
AddVertex,-2.7,-0.3,-1.5
AddVertex,+2.7,-0.3,-1.5
AddVertex,+5.2,-2.0,-1.5
AddVertex,-5.2,-2.0,-1.5
AddFace,0,1,2,3
GenerateNormals
LoadTexture,Wall.bmp
SetTextureCoordinates,0,0.3,0
SetTextureCoordinates,1,0.7,0
SetTextureCoordinates,2,1.0,1
SetTextureCoordinates,3,0.0,1
