CreateMeshbuilder,,,,
addvertex,-2.3,5.6,-0.3,
addvertex,-2.3,5,-0.3,
addvertex,-2.7,5,-0.3,
addvertex,-2.7,5.6,-0.3,
addface,0,1,2,3
GenerateNormals,,,,
LoadTexture,jyounai.bmp,,,
SetTextureCoordinates,0,0.7,0,
SetTextureCoordinates,1,0.7,0.4,
SetTextureCoordinates,2,0.3,0.4,
SetTextureCoordinates,3,0.3,0,

CreateMeshbuilder,,,,
addvertex,-2.1,3,-0.3,
addvertex,-2.1,2.2,-0.3,
addvertex,-2.9,2.2,-0.3,
addvertex,-2.9,3,-0.3,
addface,0,1,2,3
GenerateNormals,,,,
LoadTexture,jyounai.bmp,,,
SetTextureCoordinates,0,1,0.5,
SetTextureCoordinates,1,1,1,
SetTextureCoordinates,2,0,1,
SetTextureCoordinates,3,0,0.5,
