CreateMeshBuilder,
AddVertex,-1.0, 1.5, 0
AddVertex, 1.3, 1.5, 0
AddVertex, 1.3,-0.4, 0
AddVertex,-1.0,-0.4, 0
ADdFace,0,1,2,3
LoadTexture,../../car\car_A.bmp
SetTextureCoordinates,0,0,0,
SetTextureCoordinates,1,1,0,
SetTextureCoordinates,2,1,1,
SetTextureCoordinates,3,0,1,
GenerateNormals,
SetDecalTransparentColor,0,100,0,

CreateMeshBuilder
AddVertex,-0.29,-0.7662, 0
AddVertex,-0.29,-0.4962, 0
AddVertex,0.09,-0.4962, 0
AddVertex,0.09,-0.7662, 0
AddFace2,0,1,2,3,
SetTextureCoordinates,0,0,1.0
SetTextureCoordinates,1,0,0.0
SetTextureCoordinates,2,1,0.0
SetTextureCoordinates,3,1,1.0
LoadTexture,../glow_red.png
SetEmissiveColor,255,255,255,
SetBlendMode,Additive,30,DivideExponent2
scale,2,2,2
Translate,-0.6,2.05,-0.02
CreateMeshBuilder
AddVertex,-0.29,-0.7662, 0
AddVertex,-0.29,-0.4962, 0
AddVertex,0.09,-0.4962, 0
AddVertex,0.09,-0.7662, 0
AddFace2,0,1,2,3,
SetTextureCoordinates,0,0,1.0
SetTextureCoordinates,1,0,0.0
SetTextureCoordinates,2,1,0.0
SetTextureCoordinates,3,1,1.0
LoadTexture,../glow_red.png
SetEmissiveColor,255,255,255,
SetBlendMode,Additive,30,DivideExponent2
scale,2,2,2
Translate,0.55,2.05,-0.02
