; >>>>Route Genova-Recco<<<<
; by Iacopo Di Battista - iacopo@wilinksolutions.it
; & Eugenio Rago - brignolino@gmail.com


;;;;casottoIV

CreateMeshBuilder,
AddVertex,0, 0, 0,
AddVertex,0, 2.8, 0,
AddVertex,3, 2.8, 0,
AddVertex,3, 0, 0,
AddFace,0, 1, 2, 3,
GenerateNormals,

LoadTexture,casottoV.bmp,
SetTextureCoordinates,0, 0, 1,
SetTextureCoordinates,1, 0, 0,
SetTextureCoordinates,2, 1, 0,
SetTextureCoordinates,3, 1, 1,

CreateMeshBuilder,
AddVertex,3, 0, 0,
AddVertex,3, 2.8, 0,
AddVertex,3, 2.8, 3,
AddVertex,3, 0, 3,
AddFace,0, 1, 2, 3,
GenerateNormals,

LoadTexture,casottoV2.bmp,
SetTextureCoordinates,0, 0, 1,
SetTextureCoordinates,1, 0, 0,
SetTextureCoordinates,2, 1, 0,
SetTextureCoordinates,3, 1, 1,
CreateMeshBuilder,
AddVertex,0, 0, 3,
AddVertex,0, 2.8, 3,
AddVertex,0, 2.8, 0,
AddVertex,0, 0, 0,
AddFace,0, 1, 2, 3,
GenerateNormals,

LoadTexture,casottoV2.bmp,
SetTextureCoordinates,0, 0, 1,
SetTextureCoordinates,1, 0, 0,
SetTextureCoordinates,2, 1, 0,
SetTextureCoordinates,3,1, 1,

;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tetto
CreateMeshBuilder,
AddVertex,-0.2, 2.785, -0.2,
AddVertex,1.5, 3.5, 1.5,
AddVertex,3.2, 2.785, -0.2,
AddFace,0, 1, 2, 
GenerateNormals,
LoadTexture,tegolecanadesiv.bmp,
SetTextureCoordinates,0, 5, 0,
SetTextureCoordinates,1, 0, 1,
SetTextureCoordinates,2, 5, 1.5,



CreateMeshBuilder,
AddVertex,-0.2, 2.785, 3.2,
AddVertex,1.5, 3.5, 1.5,
AddVertex,3.2, 2.785, 3.2,
AddFace,2,1,0
GenerateNormals,
LoadTexture,tegolecanadesiv.bmp,
SetTextureCoordinates,0, 5, 0,
SetTextureCoordinates,1, 0, 1,
SetTextureCoordinates,2, 5, 1.5,

CreateMeshBuilder,
AddVertex,-0.2, 2.785, -0.2,
AddVertex,1.5, 3.5, 1.5,
AddVertex,-0.2, 2.785, 3.2,
AddFace,2,1,0
GenerateNormals,
LoadTexture,tegolecanadesiv.bmp,
SetTextureCoordinates,0, 5, 0,
SetTextureCoordinates,1, 0, 1,
SetTextureCoordinates,2, 5, 1.5,

CreateMeshBuilder,
AddVertex,3.2, 2.785, -0.2,
AddVertex,1.5, 3.5, 1.5,
AddVertex,3.2, 2.785, 3.2,
AddFace,0, 1, 2, 
GenerateNormals,
LoadTexture,tegolecanadesiv.bmp,
SetTextureCoordinates,0, 5, 0,
SetTextureCoordinates,1, 0, 1,
SetTextureCoordinates,2, 5, 1.5,
